,ci_test_results,z_test_results,z_test_p_values,mean_diff
52,True,True,0.8881588622168943,-0.2815535895234289
53,True,True,0.0742804969645949,1.6580555936000003
54,False,False,0.0014370306243291448,-9.473414879600035
55,True,True,0.6435578297857163,-0.3226116219311992
56,True,True,0.9979780362495845,0.00294355126947643
57,True,True,0.10153187812435842,14.558506199399922
58,True,True,0.15801072406186012,19.3503640834383
59,True,True,0.29807247201094567,-0.7129247936751395
60,True,True,0.06235610916936057,-2.9515508891999858
61,True,True,0.6754345450006933,-0.880741518087961
62,True,True,0.5892041597365141,0.2540978988000173
63,True,True,0.25364212667424724,-0.9403824078000085
64,True,True,0.14153108887406532,2.0540225489999813
65,True,False,0.045556172335416055,2.3963807555999814
66,False,False,9.529203373889816e-10,8.833336397999972
67,False,False,0.0013832971163080356,1.8542672113599856
68,False,False,6.664011882219437e-07,-132.21039144000065
69,False,False,0.00017717124087808454,6.184571885999922
70,True,True,0.9299748562643371,0.07070111582398386
71,True,True,0.6649317219954052,-0.5558862317656068
72,False,False,0.0009788306941365924,5.435331194
73,False,False,0.0012919773596719907,-4.179155433200011
74,True,True,0.3925487179308187,1.2491434387399991
75,True,False,0.03876150858580196,-3.214795882544898
76,False,False,1.1419283873192846e-06,4.213838764000009
77,True,True,0.5381453292897758,0.420468649546889
78,True,False,0.04965187566468543,-0.5011068579400035
79,True,True,0.1632962897460255,-0.9237979942304413
80,False,False,0.0070433001375201625,-4.533251819850806
81,False,False,3.552946929189933e-23,18.884152625199995
82,False,False,0.0005696455239373819,-9.30835302760007
83,False,False,0.0006001777828601485,-8.862453470791998
84,True,True,0.23803512199828758,0.8939049535140134
85,False,False,8.22913247943402e-07,1.4471759854220037
86,True,True,0.9322198185875773,0.14895400300000716
87,True,True,0.34020345465732027,-1.2930604308719462
88,True,True,0.13946471075093383,1.3789544921740045
89,True,True,0.37756249844789425,-1.2560098708912015
90,True,True,0.20198621356978652,1.2628759145999995
91,True,True,0.1879531669041088,-1.8247928506498803
92,True,True,0.062333315219612065,-1.8187547925999983
93,True,True,0.3932034974179096,-1.9538544217999885
94,True,False,0.03856385528698438,-5.173012482000033
95,True,True,0.07530854824519378,-2.8560336053500066
96,True,False,0.012104653243580713,-3.9146341080000226
97,True,True,0.28292396332036873,-1.661357596000002
98,True,True,0.45845916177689205,1.013432290200015
99,False,False,0.001553403032415596,6.377623307600011
100,True,True,0.26908308047415364,1.9919494933999928
101,True,True,0.5723414449239443,-0.5683324988936405
102,True,True,0.8732321978967734,-0.19246140859998917
103,True,True,0.05936944696639645,-9.1454331999999
104,True,True,0.4748699940649237,-1.1045218039861346
105,True,True,0.5860519777945925,-1.0532225531403858
106,True,True,0.2383780901756386,-0.8886048000126795
107,False,False,1.6848037350983382e-05,5.403764326800008
108,True,True,0.36138431161606843,4.115113380400047
109,True,True,0.5727930081205278,0.42360720000912067
110,True,False,0.017290772200027782,0.9185074252116006
111,True,True,0.2070290913745051,-0.49604589446859826
112,True,False,0.0407141330550134,6.686986764000039
113,False,False,9.931059774751439e-09,15.96622931648001
114,True,True,0.6733538387003566,-0.5717189464000114
115,True,True,0.7859705434177215,0.2881483917916503
116,True,True,0.1866637024008002,-2.3722396872699965
117,True,True,0.4498198698996323,-1.6872517712000423
118,False,False,3.4047276768674916e-44,27.586859792280002
119,True,True,0.33167154893348627,-1.2855161299860307
120,True,False,0.01700675749715301,21.717666318800127
121,True,True,0.500076793393748,1.8161099960000229
122,True,True,0.478444366704053,-0.2121647627500014
123,True,True,0.3337143802646897,-1.6432699947874194
124,False,False,2.4511183051019597e-05,-154.13734706769804
125,True,False,0.005770732099379089,22.784889800000172
126,False,False,1.4924547905023744e-06,11.227443776000271
127,True,False,0.011560260600526714,5.167930894599984
128,True,True,0.589898463465661,-0.4732235552545392
129,False,False,0.002566962526848234,9.81778762800002
130,True,True,0.36333591991986125,-0.9297701744843176
131,True,True,0.09900073898965152,-1.899527014327401
132,True,True,0.28560223458584433,0.8258216604629809
133,True,True,0.870265867485488,-0.2081899844496009
134,True,True,0.4417151206116997,0.4232103275460386
135,True,True,0.05737934598987692,3.8055546337199857
136,False,False,1.1774317687886364e-06,6.562955910236801
137,True,False,0.04469642894648867,-0.9099700567400166
138,True,True,0.48006455670950277,0.16814631564959998
139,True,True,0.2309559270337198,-0.9461616853661996
140,True,True,0.929396905772463,-0.09928304679766686
141,True,True,0.4934027290757309,-0.8790023472094639
142,True,True,0.49454252506844953,0.5522400162441199
143,False,False,8.414382749694636e-05,198.36976809800007
144,True,True,0.1973535868667341,-1.8802246518900043
145,True,True,0.29636808213380184,-1.9511849706406756
146,True,True,0.42485957323915524,-1.3103762492080002
147,True,True,0.605902164935946,1.231344906291806
148,True,True,0.42514466595750244,-1.3296968572706418
149,True,True,0.7484940151453983,0.6614372881999664
150,True,True,0.30333043043187646,-0.5057450141530713
151,True,True,0.4390556446726228,-0.662192736399998
152,False,False,4.5988500355622086e-18,22.619033878999964
153,True,True,0.2272521084143172,1.388680342772001
154,True,True,0.5965208636261738,-0.7798378717047942
155,True,False,0.03288069129705455,-3.3015732583600084
156,False,False,1.526202128894357e-14,-5.496005854381013
157,False,False,0.0001362091311728297,7.622178399799971
158,True,True,0.9837217400771184,-0.051350227595194475
159,True,True,0.31906096036146736,-1.7379102959999813
160,True,True,0.32073286322191064,-1.9545882265999879
161,True,True,0.48229953639099243,1.0078825494000228
162,True,True,0.24209135556493855,2.0529785534000027
163,True,True,0.31942339266096487,-1.5777498076961
164,True,True,0.14143197976571645,-2.7954821568403014
165,True,True,0.5539572664139656,0.8046653986054983
166,True,True,0.33247310312192857,1.9326212140000791
167,True,True,0.06931201808532667,3.247822499423203
168,True,True,0.7355038369363089,0.3269501430310011
169,False,False,0.00018555191271069597,24.918586552319937
170,True,True,0.5730912000351132,0.4768572953977004
171,True,True,0.19218289941592903,-0.5285271555604605
172,True,True,0.6875089376093233,-0.42424140041996616
173,True,True,0.7063548858990214,0.9336188630801026
174,True,True,0.050244361020639484,-0.5742514293029994
175,True,True,0.44275016758678465,-0.8040133178346143
176,False,False,1.4424406707658718e-56,170.0106100182001
177,True,True,0.32420285040816543,1.0913580798000009
178,True,True,0.5004962830395452,-1.0038297455414984
179,True,True,0.7101259252309879,0.6875383188445117
180,True,True,0.7024987970264884,0.44689801703940013
181,True,True,0.12257840642578742,2.212921479600011
182,True,True,0.3031546663096324,1.9351163683561339
183,True,True,0.9995992202778167,0.0008179868086206632
184,True,True,0.3402948879865203,0.540111914471394
185,True,True,0.7796398031764236,-0.5644954446000074
186,True,True,0.31859774582545275,-1.7186250161048255
187,True,True,0.30440728375871695,-0.9274455011481193
188,True,True,0.8881063941451545,0.1259099738180014
189,True,False,0.01630525171305081,-4.875981990599993
190,True,True,0.15676790153202977,-3.1489845325999184
191,True,True,0.3021464625960958,1.1851302170000064
192,True,True,0.8652293373761035,0.16928179686732037
193,True,True,0.9205328272309383,-0.04873812175499992
194,True,True,0.22879205190272844,2.7239433651999683
195,True,True,0.7010119664865633,-0.3723997549978204
196,True,False,0.03156573004382018,-4.879915745599984
197,True,True,0.15191235820174415,1.9914610797932282
198,True,True,0.7384892230560087,-0.3901962439699953
199,True,True,0.2460595247830647,2.596235482369991
200,True,True,0.695424027342082,-2.396784033999978
201,True,False,0.00845587911168895,-4.352193672199988
202,True,True,0.9168611416038944,-0.057426609734518075
203,True,True,0.5230717507098692,0.7462425697107982
204,True,True,0.054308666893472295,2.959283208000002
205,True,True,0.2393212560367377,-1.3892707061980034
206,True,True,0.7953864854457723,-0.636230036445987
207,True,True,0.8171305087065519,-0.5790663419998978
208,False,False,0.0001196135325890964,-5.094728568307406
209,True,True,0.15142537601907843,1.851647206599992
210,False,False,0.003314581941607177,-2.451610464200016
211,True,True,0.845773304661007,0.26357834141558945
212,False,False,4.631480355664841e-28,11.400470267999992
213,True,False,0.03849798694945584,-2.2659796407020174
214,False,False,4.627850149029194e-06,5.223217661799975
215,True,False,0.02550326246135386,2.6949433688599918
216,True,True,0.06510162840140934,1.751640774800027
217,True,True,0.07577796244767801,-1.031008945895112
218,True,True,0.8923561258961515,-0.09560491434389407
219,True,True,0.5199834767388448,0.1954432492831117
220,True,False,0.011334728202891258,2.605300879800012
221,False,False,4.12057401740519e-20,73.16547572999963
222,True,True,0.2595513897062861,-2.0222684906000197
223,True,False,0.042013411145047704,1.7754893483200025
224,True,False,0.011398460021557855,3.2957730870000432
225,True,True,0.11781901570316232,-3.339842974000007
226,False,False,0.0012545474322327198,-38.83249620080011
227,True,False,0.016013040884748257,1.45647146980001
228,True,True,0.5374601551056106,-0.93150217675398
229,True,True,0.5984585265699032,-0.6057859024000116
230,True,True,0.6162177013575436,0.4574986095379302
231,False,False,4.130609855809899e-09,117.07464270000082
232,False,False,0.010489643066240619,1.9666699218765447
233,True,False,0.018054830410279357,-3.1624081114900164
234,True,True,0.5688749286551626,-0.45551215748877993
235,True,True,0.788987644636407,0.22116467063305134
236,True,True,0.907687383539836,-0.18276104280003125
237,False,False,5.546230449304403e-07,9.292187125000012
238,False,False,0.012232215690474755,2.5305899663999973
239,True,True,0.4788754498910106,-0.7163416390340003
240,True,True,0.17190784939954007,2.4764787571260056
241,True,False,0.04118291368603608,21.007997604000025
242,True,True,0.6017759924287633,-0.6364311143999952
243,True,True,0.8473824995424812,0.2892480216000184
244,True,True,0.9927457324104181,0.01469064897550898
245,True,True,0.6088580785039013,2.886508625999909
246,True,True,0.08265650814482,-1.7604680988599988
247,True,True,0.7199663540015231,0.4513693570263917
248,False,False,2.9938828530989354e-13,9.262084551999969
249,True,True,0.09296244401288851,-2.233855408677752
250,True,True,0.1216136185889024,-3.660300408380002
251,True,True,0.2446290476701919,-3.349196687999921
252,False,False,6.246564384334039e-11,23.498789891000015
253,True,True,0.27593424730149685,10.609343040000567
254,True,True,0.29338119582928235,-1.425121023173211
255,True,True,0.46049202907356523,0.5177059736000125
256,True,True,0.28705755459693216,-1.5491273367999856
257,True,True,0.6811140287705656,-0.4050812151480194
258,True,True,0.8565875974563548,0.25836225220005105
259,True,True,0.21872140270403218,-1.1443575983051004
260,False,False,1.0057995988759668e-07,2.870501110200017
261,False,False,1.1389753610426093e-47,58.244021132599954
262,True,True,0.5776936439198004,-1.1888080260001033
263,True,True,0.5633886002149802,-0.9792897092999979
264,True,True,0.2043229698789315,-1.8576571042000296
265,True,True,0.24155745374119275,-1.1219528009970872
266,True,True,0.22059406910165336,-2.6768032007399825
267,True,True,0.06013011124215069,2.0858774287749906
268,False,False,0.0004958065428848195,5.763258385139956
269,True,False,0.008078341291236335,-3.3118165113999822
270,True,True,0.2372293219485898,39.843699584177074
271,False,False,3.36382799200872e-06,3.289658360494004
272,False,False,7.632035455434123e-62,34.9051155538
273,True,False,0.01781069933825286,3.2349594684200262
274,True,True,0.09083570748741109,1.6158909651660849
275,False,False,2.2175437678285154e-07,8.362634534400037
276,True,True,0.39106891725329673,-0.6985464125791842
277,True,True,0.10281685516909271,-2.0655420580000268
278,True,False,0.014265623417349941,2.8936131367999813
279,True,True,0.27045268021792457,-1.817437063999968
280,True,True,0.12743588887149396,-2.062926121554003
281,True,True,0.12778713296416033,-0.719963067726002
282,True,True,0.3594477173598145,-0.9385063558828908
283,True,True,0.3863751028853194,0.5951442148660882
284,True,True,0.7640365076169627,3.3872558500000025
285,True,True,0.5839437741893221,-0.6834220496532644
286,False,False,4.099568959567648e-06,-4.780265789700012
287,True,True,0.5258659997061694,-0.14943066801815996
288,True,False,0.013055947917684708,-20.345366092799992
289,True,False,0.008559639932965993,17.39410578799999
290,True,True,0.5114515825913726,0.8202799586323988
291,True,True,0.9181088415901493,0.20961364173765018
292,True,True,0.6385923593624123,0.7260380932020913
293,True,True,0.21817986725321148,-0.8964514042000049
294,True,True,0.2750384858494146,-1.4256364445698042
295,True,True,0.6024766280805767,-1.0279012486940733
296,True,True,0.38351471477548427,-1.7482266206343984
297,False,False,5.323372102626147e-18,15.659574718359979
298,False,False,0.001906556031316901,3.672031434800008
299,True,True,0.8345799685359594,0.2919771823999824
300,False,False,1.5173048816701513e-10,8.44321158612
301,True,True,0.4982785215504407,0.22510282364228018
302,True,True,0.24673168484331554,-1.0988668937595993
303,True,True,0.45446759297150596,-0.42735008262139873
304,False,False,1.7084752245872858e-18,135.79312283399943
305,True,True,0.7738565390268974,-0.37701381019535907
306,True,True,0.8993413358236945,0.12504305505440438
307,False,False,0.002864304307047236,2.8516970380000046
308,True,True,0.051230572572699425,1.19853671984137
309,True,True,0.17241804916983028,-2.1719813196000057
310,True,True,0.8145596340256166,0.5033884123599979
311,True,True,0.9587118608612136,-0.07590286120000478
312,False,False,8.988147689733324e-05,6.413327973999991
313,True,True,0.8634671681538997,0.30125614440000703
314,True,True,0.48792300100993524,0.8188059236000207
315,True,True,0.22174779751892448,1.668597323999986
316,False,False,9.229923830107654e-15,-7.16629731019998
317,False,False,1.2817309919563756e-56,159.11580706455982
318,True,False,0.02108985547846124,2.2157532783999727
319,True,True,0.3417207921555343,-1.32726565933242
320,True,False,0.042465993663208274,-2.7045461223905383
321,False,False,0.0008912605109507146,7.066841433999869
322,True,True,0.608906740181899,0.7340905655400034
323,False,False,8.445196054819548e-06,-24.478534837999916
324,False,False,5.0748344439169e-13,31.448741973999873
325,True,True,0.09333959939960755,-2.694230472692718
326,True,False,0.011278510876542152,5.592998344800051
327,True,True,0.09999326102177687,-4.087227813799998
328,True,True,0.19025543315738536,-1.651736021958334
329,False,False,2.0790232215147603e-06,7.380776243900026
330,True,True,0.5742072758317887,-1.0079922153999892
331,True,True,0.2856579280982887,-2.590164874000024
332,True,True,0.4265064262153252,-0.7858595043439953
333,True,True,0.12083618807173761,-1.5595448274000319
334,True,True,0.8612787966655758,-0.37292909985044886
335,False,False,0.0009908828948828818,6.611813527699969
336,True,True,0.10571582689608548,-2.814853575899993
337,False,False,6.932744028918008e-12,10.578241111999965
338,True,True,0.9727039105756464,-0.019256759799986867
339,False,False,0.0068793128035755935,-2.840121769400067
340,True,True,0.14933034579284163,1.8020700612279947
341,True,True,0.5371562455587607,0.41276689664801924
342,True,True,0.4233044561861765,-0.6938407802369504
343,True,False,0.010579917728004392,3.8181501788000105
344,True,True,0.2210635615634564,-1.7119150646559984
345,True,True,0.35177540578427136,0.774793579744506
346,True,True,0.05126653680336001,6.117948150000046
347,True,True,0.08223372771829142,2.5915437086711988
348,True,True,0.1640953032377973,1.009943061233559
349,True,True,0.22152629279114877,-2.576687789999994
350,False,False,3.029937996658273e-06,5.2684549129999745
351,True,True,0.15454808160983877,-1.6097050021608426
352,True,True,0.27486866307421,2.0513298664000033
353,True,True,0.5512088511896269,-0.5980237387766848
354,True,True,0.2946135406550946,1.1587355422399988
355,True,True,0.1602990022454719,3.2702694118617512
356,True,True,0.09496909410639515,-4.2317463040000405
357,True,True,0.5435506671635599,-0.43510114118889
358,False,False,0.006764179048400558,3.6640644744800017
359,False,False,0.009991580350540482,4.1477236937258715
360,True,True,0.6146773910708974,0.18522621573998954
361,False,False,0.000544233379559043,-1.3229785014000015
362,False,False,2.4780329641847423e-47,77.26767448745997
363,True,True,0.08354110174916397,-1.2828879702049485
364,True,False,0.007843460364390655,5.2858266239999665
365,True,True,0.6368445357827233,0.6225941616699677
366,False,False,4.822856604531583e-12,4.371380939599991
367,True,True,0.4922394075234571,-1.5916914703960012
368,True,True,0.31638959034972036,2.0098243919199277
369,True,True,0.10908138163440848,-3.229603399000002
370,True,True,0.3628220074681541,0.9476024049999872
371,True,True,0.5137357549744455,9.512077294750036
372,True,True,0.39140313334459076,-0.9361715942649314
373,True,False,0.02285610965002705,1.88475805387999
374,True,True,0.34790713372449655,-0.5000974256064291
375,False,False,0.00036523610848967683,1.843307185999988
376,True,True,0.931535533505248,0.10226973319999821
377,False,False,0.0018633813316167704,-4.617216871999922
378,True,False,0.008212182426672184,7.367215447999968
379,True,True,0.35853866208754026,-1.5918431900000165
380,True,True,0.3752021816763009,1.400902366279965
381,True,True,0.21843351876731698,-2.0017987529999814
382,True,True,0.3497926040314834,-1.1643107016000087
383,True,True,0.5631131654723467,1.266337577987609
384,True,True,0.27173686313289347,0.8689624340539979
385,True,False,0.02070096898409287,-3.09700689279998
386,True,True,0.26952193889734033,2.11878145699999
387,True,True,0.41965966231222207,-0.7032345241999778
388,True,True,0.20327501338487153,-3.53753742917578
389,True,True,0.6135135247530652,-0.7080364589240047
390,True,True,0.3867847934813694,3.019326264089994
391,True,False,0.0192156460915847,3.5946220120531898
392,True,True,0.5432084440207783,-0.8000559335951934
393,True,True,0.31357296823370995,-1.6475141187360762
394,True,True,0.49223586363210614,8.784946816999991
395,False,False,1.6803860344029169e-09,-18.904399596799976
396,True,True,0.7513731359033701,-0.38951773379020205
397,True,True,0.7356805049026885,0.3148899585140006
398,True,True,0.3319295589667487,1.2122031575918846
399,True,True,0.5882989186349588,-0.4283221671561217
400,True,True,0.6602547883579859,-1.0643166680000604
401,True,True,0.15294583101567727,-0.9014627423270001
402,True,True,0.8474571999844062,0.26125207239954173
403,True,True,0.1000493385552758,-2.4723267970627245
404,True,True,0.20905225559659812,-0.5579394791126017
405,True,True,0.7398797765868758,-1.0732501983999967
406,False,False,1.0208509577683469e-32,28.419040748860017
407,True,True,0.9589190938577669,-0.07344571299057767
408,True,True,0.3666095656067846,1.0844357639719968
409,True,True,0.8797517600122661,-0.257080467999927
410,True,True,0.2677342586242325,1.9760374593999686
411,True,True,0.17398176012986455,1.4591153497567733
412,True,True,0.4675782729464585,7.511536665999984
413,True,True,0.269491907881805,-2.3450000440000167
414,True,True,0.16446727625169166,2.3289817159999444
415,False,False,4.277355022574526e-20,30.407281079999912
416,True,True,0.5245885028390036,-0.5675282585256589
417,True,True,0.07971622306682627,1.755672929356951
418,True,True,0.6698559834928108,-0.3119989632486071
419,False,False,5.030496873561489e-18,18.73652194399999
420,True,True,0.887111200117354,-0.11182310769459836
421,True,True,0.7665081460815732,-0.18878522685879884
422,True,True,0.7577044000625839,-0.38471874838000275
423,True,True,0.2719744292518981,-0.5983808935662265
424,True,True,0.5079239060762486,0.386560989400035
425,False,False,2.544823602366825e-09,4.467478552000003
426,True,False,0.02635685017992457,3.6367057460000183
427,False,False,5.1177821330127685e-21,3.9085993436000006
428,True,True,0.07418282933869172,-0.8986728688270005
429,True,True,0.2138198490372697,-1.5495055818399983
430,True,True,0.9683346994667206,0.041058438069399905
431,True,True,0.26199360587506093,-1.3262520441559977
432,True,True,0.8051674782769154,0.2890038608152088
433,True,True,0.60461549678573,0.4130740790440024
434,True,True,0.4041695145575559,-2.0264821777442137
435,True,True,0.1360705303872829,1.5165942459687525
436,False,False,9.773778417426985e-06,-3.0712717339999784
437,True,True,0.3352432880881171,1.2412026602353285
438,True,True,0.4347070381977258,-1.1654718099999712
439,True,True,0.06729410215065817,-2.68931021120002
440,False,False,0.0007571659924158593,2.4583916593999824
441,False,False,0.02051345661189023,-1.7939192830700044
442,True,True,0.7739626604695811,-5.497637284670063
443,True,True,0.6725418548606403,-0.7011281058209975
444,False,False,1.0315571650691074e-21,36.125213311999914
445,True,True,0.5576952573620675,0.5058851006000022
446,False,False,0.001638471707419111,3.2623799951599857
447,False,False,1.4155115728398492e-05,16.537395043999908
448,True,True,0.509194541436222,0.3766940842841995
449,False,False,8.482288744347191e-06,277.7112615619991
450,True,True,0.9735674962581526,0.07190575499993201
451,True,True,0.99190147420587,-0.01853823900001572
452,False,False,3.878123827776692e-17,-13.874943889999994
453,True,True,0.7210289251347345,-0.4938685003918182
454,True,True,0.5640669073173986,-10.179975200000513
455,True,True,0.5708221731863892,-0.5948275593409993
456,True,True,0.3365977709981758,0.6050990685627744
457,True,True,0.05198415620937165,-3.3838019613116073
458,True,True,0.6920715870809377,0.5832740902200211
459,True,True,0.08411903596482506,-1.2773992709301116
460,True,True,0.8788134646187835,0.2483628689200117
461,False,False,1.1045365563173227e-05,8.582706874553416
462,True,True,0.6728846818891758,-0.45252910416420455
463,True,True,0.8846164935650961,0.2328355951999903
464,True,True,0.23335372326262482,-0.9026125613080461
465,True,True,0.12182039307462281,4.281873729420003
466,True,True,0.2014941093214665,-1.7284958402427957
467,True,True,0.0639691650806359,3.934536810669993
468,True,True,0.4467181517483637,0.6102877237356008
469,False,False,8.273348932198942e-16,-346.0177496799977
470,True,True,0.26707194885839813,-4.7797190859998295
471,True,True,0.5342629151209,0.5151480277999845
472,True,True,0.9152142283612834,8.126907111999571
473,True,True,0.12284712764859661,2.403897226399984
474,True,False,0.04376284067576141,-10.200285164000064
475,False,False,7.685126251695393e-07,-5.549940293800001
476,False,False,0.00045231391597788466,1.8495268462548031
477,True,False,0.010592978290123631,6.375826160000074
478,True,True,0.3459142031884116,-1.6755858338000076
479,True,True,0.937569880546946,0.14259720328706482
480,True,True,0.8334073394804286,0.2782864957056812
481,True,True,0.235109670580804,-1.3882121592567698
482,True,True,0.3735221640267812,1.6194813767900031
483,True,True,0.15305485836754448,-1.4030873319199983
484,True,True,0.06370633287891755,2.2320889770000107
485,False,False,0.00023979785939124253,7.183951827999998
486,True,True,0.1073620337521156,1.2513420014200065
487,True,True,0.10743920545824641,2.599200959571199
488,True,True,0.5444521307600818,-0.7714200530000035
489,True,True,0.17425813359306908,1.083707359206
490,True,True,0.45377613646026105,-0.49419647895669994
491,True,True,0.6451249690415617,-0.8663878196000638
492,True,True,0.9773107756080743,0.03625668879040633
493,True,True,0.17696379601719103,-0.8240150165489125
494,True,True,0.08111224920330656,4.0000250010000045
495,False,False,3.512373314098786e-08,5.547398526000009
496,True,True,0.7388772377853545,0.8221483786399997
497,True,True,0.3744818839093761,-0.3682934162048006
498,False,False,7.769008575879444e-09,8.25267103199991
499,True,True,0.8636799932941394,1.0769040075637974
500,True,True,0.11199713272688552,0.8141912484000136
501,False,False,3.503582916724953e-21,16.199739224721995
502,False,False,7.492779028711279e-12,26.622731938000015
503,True,True,0.21978759305355888,-1.7627438759200054
504,True,True,0.5229497840122065,0.6604537413999818
505,True,False,0.021101226883160056,-3.482182729999998
506,True,True,0.8224365070689791,0.11365145024539958
507,True,True,0.06230890636517088,-1.860872282863999
508,True,True,0.6306220619825498,-0.6517359284192557
509,False,False,0.00024083124166469837,3.4636759654000144
510,True,False,0.006396299513389545,4.847067403999958
511,True,True,0.2232808016818758,-2.0794902949134535
512,False,False,3.865744809583648e-25,20.571244168000042
513,True,True,0.8443037435227289,-0.2947361959999917
514,True,True,0.21192056066001652,1.2860298529888612
515,True,True,0.8451651910324522,0.20754215678041088
516,True,True,0.8273286509166802,0.31397421459999464
517,True,False,0.04102989101980657,-4.985004389138295
518,False,False,0.0036364887672550228,2.789965082999995
519,True,True,0.2657887956617725,-1.4450219224000342
520,True,True,0.9788482006887957,0.03423707620001437
521,True,True,0.6283723809689501,-0.4206116927680039
522,True,True,0.28328853524161735,0.5647585731647998
523,False,False,0.0006474201541457128,6.25017549879999
524,True,True,0.47125180219943963,1.3699701840384775
525,False,False,1.0628928414041378e-10,14.448013059000004
526,True,True,0.8574717129781363,-0.11931453460467178
527,True,True,0.5003220137946813,-0.7712252742000114
528,False,False,3.5513924741488227e-63,49.98283532942001
529,True,True,0.9962245296912533,-0.0021602430505001102
530,True,False,0.007013577810410381,2.4875621385430007
531,True,True,0.5476163452442939,-1.2688349071999951
532,True,False,0.013814038729405556,4.441438896000008
533,True,True,0.5043813482084789,-4.403535695999892
534,True,True,0.21340416634839887,1.633320535312
535,True,True,0.7155872892207849,0.3822697138784399
536,True,True,0.14515228910444633,-2.6242118161387515
537,True,True,0.8262103673739801,0.2587931523553415
538,True,True,0.051134885737223815,8.077935875999913
539,False,False,2.7412191492843834e-32,21.54224619233998
540,False,False,0.00035572403849692415,35.90102037800003
541,True,True,0.3561531277875598,-0.9900510560039548
542,True,True,0.17055732522610867,1.1148983082800061
543,True,True,0.5538981166231666,0.40865423213415353
544,True,True,0.9255537456016782,0.131411491593306
545,True,True,0.3764074468531462,1.7208593150599625
546,True,True,0.30581465209030156,1.1816071824739973
547,True,True,0.6140774998449727,0.8263358508112786
548,True,True,0.3168079565653146,1.2335684105999718
549,True,True,0.4500290361748047,-1.4935014862999765
550,False,False,0.00023205315457950794,15.184008716000022
551,False,False,1.6823957958401877e-07,-17.215527054999995
552,True,True,0.30867289425791167,-1.00713779971963
553,True,True,0.36669330549212975,0.9975966041999982
554,True,True,0.1810733524053848,-1.0781267859999488
555,True,True,0.08959027919747557,-2.5317059794516403
556,True,True,0.8734431076200497,0.12273391548600276
557,True,True,0.8972675559164954,-0.1363678803000008
558,False,False,4.2749923936648184e-32,-457.0822138400008
559,False,False,4.029954314906811e-18,-295.6787434399987
560,True,True,0.756237547363959,0.4851354009251332
561,True,True,0.1993603549292564,1.7286084652327702
562,True,True,0.5171207572547035,-1.2265062689051982
563,True,True,0.11013299538096545,-2.5699672759734034
564,True,False,0.01850746877618638,2.601035938600006
565,True,True,0.3160006704731735,0.5831951338148
566,True,True,0.10200913907575504,1.9303335181999906
567,True,True,0.3788399503016763,-12.09609320599992
568,True,True,0.47763273710391074,5.165210096830304
569,True,True,0.6085483295097515,-1.1786695683187967
570,True,True,0.5388995519881936,0.41864869565998575
